timestamp,pitch,roll,yaw,x,y,z
49158,-0.3760,-0.0732,-2.2776,-0.0640,-0.0640,-0.8799
49179,-0.3627,-0.0676,-2.2523,-0.0679,-0.0679,-0.9138
49199,-0.3492,-0.0623,-2.2269,-0.0649,-0.0649,-0.9500
49219,-0.3350,-0.0569,-2.2014,-0.0708,-0.0708,-0.9688
49239,-0.3198,-0.0511,-2.1766,-0.0630,-0.0630,-0.9549
49259,-0.3038,-0.0451,-2.1523,-0.0618,-0.0618,-0.9588
49280,-0.2868,-0.0390,-2.1280,-0.0559,-0.0559,-0.9400
49300,-0.2687,-0.0334,-2.1034,-0.0549,-0.0549,-0.9568
49320,-0.2497,-0.0281,-2.0783,-0.0530,-0.0530,-0.9558
49340,-0.2290,-0.0227,-2.0537,-0.0518,-0.0518,-0.9678
49360,-0.2072,-0.0182,-2.0298,-0.0508,-0.0508,-0.9568
49381,-0.1848,-0.0148,-2.0073,-0.0439,-0.0439,-0.9449
49401,-0.1618,-0.0123,-1.9867,-0.0378,-0.0378,-0.9629
49421,-0.1389,-0.0109,-1.9678,-0.0339,-0.0339,-0.9478
49441,-0.1161,-0.0105,-1.9506,-0.0369,-0.0369,-0.9588
49461,-0.0935,-0.0109,-1.9349,-0.0420,-0.0420,-0.9739
49481,-0.0715,-0.0127,-1.9202,-0.0469,-0.0469,-0.9678
49502,-0.0505,-0.0149,-1.9069,-0.0518,-0.0518,-0.9678
49522,-0.0316,-0.0172,-1.8951,-0.0618,-0.0618,-0.9610
49542,-0.0145,-0.0191,-1.8852,-0.0698,-0.0698,-0.9449
49562,-0.0004,-0.0212,-1.8766,-0.0649,-0.0649,-0.9539
49582,0.0107,-0.0233,-1.8694,-0.0659,-0.0659,-0.9710
49603,0.0193,-0.0246,-1.8636,-0.0718,-0.0718,-0.9888
49623,0.0264,-0.0247,-1.8594,-0.0740,-0.0740,-0.9759
49643,0.0338,-0.0256,-1.8562,-0.0679,-0.0679,-0.9610
49663,0.0403,-0.0277,-1.8536,-0.0688,-0.0688,-0.9729
49683,0.0450,-0.0291,-1.8515,-0.0669,-0.0669,-0.9698
49704,0.0481,-0.0301,-1.8498,-0.0708,-0.0708,-0.9720
49724,0.0500,-0.0315,-1.8489,-0.0549,-0.0549,-1.2049
49744,0.0535,-0.0307,-1.8490,-0.1069,-0.1069,-0.7840
49764,0.0531,-0.0307,-1.8496,-0.0750,-0.0750,-1.0769
49784,0.0531,-0.0311,-1.8513,-0.0229,-0.0229,-0.9649
49805,0.0521,-0.0325,-1.8525,-0.0178,-0.0178,-0.9820
49825,0.0511,-0.0338,-1.8531,-0.0039,-0.0039,-0.9868
49845,0.0501,-0.0344,-1.8531,-0.0110,-0.0110,-0.9959
49865,0.0462,-0.0346,-1.8527,-0.0210,-0.0210,-0.9978
49885,0.0420,-0.0345,-1.8515,-0.0398,-0.0398,-0.9868
49906,0.0380,-0.0344,-1.8501,-0.0640,-0.0640,-0.9888
49926,0.0356,-0.0351,-1.8491,-0.1228,-0.1228,-1.1119
49946,0.0376,-0.0378,-1.8499,-0.2239,-0.2239,-0.8240
49966,0.0355,-0.0411,-1.8517,-0.0750,-0.0750,-0.9710
49986,0.0354,-0.0427,-1.8540,-0.0850,-0.0850,-0.9839
50007,0.0308,-0.0445,-1.8570,-0.0828,-0.0828,-1.0608
50027,0.0286,-0.0463,-1.8600,-0.0698,-0.0698,-0.9930
50047,0.0266,-0.0470,-1.8630,-0.0630,-0.0630,-1.0218
50067,0.0246,-0.0470,-1.8652,-0.0688,-0.0688,-0.9739
50087,0.0231,-0.0475,-1.8664,-0.0679,-0.0679,-0.9668
50108,0.0229,-0.0484,-1.8674,-0.0798,-0.0798,-0.9629
50128,0.0233,-0.0503,-1.8690,-0.0789,-0.0789,-0.9688
50148,0.0239,-0.0526,-1.8716,-0.0718,-0.0718,-0.9759
50168,0.0239,-0.0549,-1.8752,-0.0618,-0.0618,-0.9829
50188,0.0235,-0.0571,-1.8794,-0.0518,-0.0518,-1.0020
50209,0.0213,-0.0587,-1.8831,-0.0430,-0.0430,-1.0020
50229,0.0182,-0.0598,-1.8858,-0.0430,-0.0430,-0.9949
50249,0.0144,-0.0605,-1.8875,-0.0439,-0.0439,-0.9959
50269,0.0104,-0.0609,-1.8886,-0.0469,-0.0469,-0.9949
50289,0.0061,-0.0611,-1.8895,-0.0498,-0.0498,-0.9820
50310,0.0020,-0.0614,-1.8903,-0.0559,-0.0559,-0.9829
50330,-0.0018,-0.0624,-1.8906,-0.0669,-0.0669,-0.9739
50350,-0.0056,-0.0638,-1.8899,-0.0798,-0.0798,-0.9998
50370,-0.0085,-0.0651,-1.8884,-0.0769,-0.0769,-1.0020
50390,-0.0117,-0.0660,-1.8869,-0.0569,-0.0569,-0.9930
50411,-0.0134,-0.0660,-1.8852,-0.0388,-0.0388,-1.0030
50431,-0.0142,-0.0661,-1.8841,-0.0278,-0.0278,-1.0298
50451,-0.0145,-0.0656,-1.8831,-0.0020,-0.0020,-1.0078
50471,-0.0137,-0.0645,-1.8824,0.0359,0.0359,-1.0498
50491,-0.0128,-0.0618,-1.8828,0.0110,0.0110,-0.9768
50511,-0.0145,-0.0593,-1.8825,-0.0249,-0.0249,-0.9300
50532,-0.0182,-0.0604,-1.8787,-0.0698,-0.0698,-0.9658
50552,-0.0215,-0.0633,-1.8711,-0.1089,-0.1089,-1.0030
50572,-0.0224,-0.0666,-1.8617,-0.1360,-0.1360,-0.9949
50592,-0.0203,-0.0692,-1.8523,-0.1389,-0.1389,-0.9868
50612,-0.0165,-0.0716,-1.8446,-0.1248,-0.1248,-1.0230
50633,-0.0123,-0.0732,-1.8395,-0.1108,-0.1108,-1.0108
50653,-0.0089,-0.0739,-1.8374,-0.0898,-0.0898,-0.9839
50673,-0.0068,-0.0739,-1.8374,-0.0859,-0.0859,-0.9739
50693,-0.0059,-0.0740,-1.8387,-0.0769,-0.0769,-0.9688
50713,-0.0053,-0.0744,-1.8407,-0.0718,-0.0718,-0.9839
50734,-0.0049,-0.0747,-1.8426,-0.0679,-0.0679,-1.0008
50754,-0.0049,-0.0746,-1.8442,-0.0688,-0.0688,-0.9978
50774,-0.0054,-0.0739,-1.8445,-0.0649,-0.0649,-0.9859
50794,-0.0068,-0.0730,-1.8431,-0.0649,-0.0649,-1.0008
50814,-0.0086,-0.0720,-1.8403,-0.0688,-0.0688,-0.9949
50835,-0.0107,-0.0708,-1.8364,-0.0698,-0.0698,-0.9888
50855,-0.0123,-0.0702,-1.8327,-0.0688,-0.0688,-0.9898
50875,-0.0133,-0.0697,-1.8297,-0.0608,-0.0608,-1.0030
50895,-0.0137,-0.0690,-1.8274,-0.0569,-0.0569,-0.9959
50915,-0.0146,-0.0676,-1.8257,-0.0559,-0.0559,-0.9759
50936,-0.0166,-0.0662,-1.8240,-0.0579,-0.0579,-0.9698
50956,-0.0198,-0.0649,-1.8217,-0.0549,-0.0549,-0.9939
50976,-0.0232,-0.0632,-1.8196,-0.0649,-0.0649,-0.9988
50996,-0.0265,-0.0611,-1.8177,-0.0740,-0.0740,-0.9910
51016,-0.0299,-0.0591,-1.8166,-0.0798,-0.0798,-0.9768
51037,-0.0331,-0.0578,-1.8156,-0.0889,-0.0889,-0.9920
51057,-0.0353,-0.0573,-1.8146,-0.0979,-0.0979,-1.0078
51077,-0.0360,-0.0573,-1.8134,-0.1050,-0.1050,-1.0298
51097,-0.0346,-0.0568,-1.8132,-0.1060,-0.1060,-0.9998
51117,-0.0298,-0.0578,-1.8140,-0.2158,-0.2158,-0.7969
51138,-0.0217,-0.0586,-1.8167,-0.0940,-0.0940,-1.0108
51158,-0.0162,-0.0599,-1.8228,-0.0698,-0.0698,-1.0078
51178,-0.0103,-0.0598,-1.8288,-0.0198,-0.0198,-0.9610
51198,-0.0067,-0.0603,-1.8323,-0.0210,-0.0210,-0.9539
51218,-0.0060,-0.0585,-1.8329,-0.0168,-0.0168,-0.9768
51239,-0.0096,-0.0560,-1.8321,-0.0239,-0.0239,-0.9798
51259,-0.0153,-0.0538,-1.8307,-0.0479,-0.0479,-1.0020
51279,-0.0192,-0.0524,-1.8294,-0.1160,-0.1160,-1.0379
51299,-0.0184,-0.0529,-1.8284,0.0088,0.0088,-1.0528
51319,-0.0219,-0.0557,-1.8308,-0.0679,-0.0679,-0.9768
51340,-0.0245,-0.0562,-1.8334,-0.1299,-0.1299,-0.9910
51360,-0.0281,-0.0592,-1.8351,-0.0918,-0.0918,-1.0508
51380,-0.0296,-0.0612,-1.8363,-0.1060,-0.1060,-1.0159
51400,-0.0311,-0.0634,-1.8375,-0.1209,-0.1209,-1.0139
51420,-0.0311,-0.0650,-1.8398,-0.1169,-0.1169,-0.9998
51441,-0.0291,-0.0670,-1.8423,-0.1128,-0.1128,-0.9810
51461,-0.0259,-0.0686,-1.8452,-0.0969,-0.0969,-0.9759
51481,-0.0225,-0.0695,-1.8482,-0.0798,-0.0798,-0.9729
51501,-0.0186,-0.0702,-1.8515,-0.0598,-0.0598,-0.9798
51521,-0.0169,-0.0700,-1.8548,-0.0430,-0.0430,-0.9820
51542,-0.0164,-0.0691,-1.8583,-0.0229,-0.0229,-0.9930
51562,-0.0169,-0.0678,-1.8619,-0.0149,-0.0149,-0.9788
51582,-0.0184,-0.0666,-1.8649,-0.0168,-0.0168,-0.9720
51602,-0.0210,-0.0662,-1.8673,-0.0320,-0.0320,-0.9820
51622,-0.0241,-0.0661,-1.8683,-0.0459,-0.0459,-0.9920
51642,-0.0276,-0.0665,-1.8682,-0.0649,-0.0649,-1.0030
51663,-0.0310,-0.0665,-1.8669,-0.0850,-0.0850,-1.0008
51683,-0.0340,-0.0661,-1.8646,-0.0940,-0.0940,-0.9988
51703,-0.0364,-0.0655,-1.8613,-0.0940,-0.0940,-1.0049
51723,-0.0378,-0.0646,-1.8572,-0.0798,-0.0798,-1.0078
51743,-0.0380,-0.0631,-1.8533,-0.0469,-0.0469,-0.9658
51764,-0.0365,-0.0612,-1.8506,0.0110,0.0110,-1.0540
51784,-0.0335,-0.0577,-1.8514,0.0000,0.0000,-1.0869
51804,-0.0336,-0.0534,-1.8551,-0.0178,-0.0178,-0.9009
51824,-0.0395,-0.0528,-1.8575,-0.0579,-0.0579,-0.8689
51844,-0.0469,-0.0549,-1.8558,-0.1038,-0.1038,-0.9978
51865,-0.0497,-0.0588,-1.8491,-0.1338,-0.1338,-1.0208
51885,-0.0475,-0.0615,-1.8400,-0.1309,-0.1309,-1.0208
51905,-0.0428,-0.0625,-1.8316,-0.1160,-0.1160,-1.0308
51925,-0.0379,-0.0618,-1.8252,-0.0898,-0.0898,-0.9920
51945,-0.0344,-0.0603,-1.8216,-0.0649,-0.0649,-0.9759
51966,-0.0328,-0.0593,-1.8196,-0.0408,-0.0408,-0.9658
51986,-0.0326,-0.0593,-1.8188,-0.0298,-0.0298,-0.9788
52006,-0.0329,-0.0601,-1.8190,-0.0249,-0.0249,-0.9820
52026,-0.0332,-0.0612,-1.8196,-0.0278,-0.0278,-0.9849
52046,-0.0332,-0.0625,-1.8197,-0.0320,-0.0320,-0.9868
52067,-0.0330,-0.0639,-1.8187,-0.0398,-0.0398,-0.9998
52087,-0.0330,-0.0649,-1.8164,-0.0459,-0.0459,-1.0049
52107,-0.0338,-0.0652,-1.8130,-0.0508,-0.0508,-1.0098
52127,-0.0353,-0.0652,-1.8090,-0.0569,-0.0569,-0.9939
52147,-0.0367,-0.0648,-1.8052,-0.0588,-0.0588,-0.9898
52168,-0.0382,-0.0648,-1.8017,-0.0679,-0.0679,-0.9888
52188,-0.0393,-0.0645,-1.7983,-0.0669,-0.0669,-0.9878
52208,-0.0405,-0.0645,-1.7948,-0.0649,-0.0649,-0.9920
52228,-0.0417,-0.0641,-1.7914,-0.0659,-0.0659,-0.9920
52248,-0.0428,-0.0630,-1.7881,-0.0698,-0.0698,-0.9978
52269,-0.0439,-0.0619,-1.7847,-0.0769,-0.0769,-0.9939
52289,-0.0447,-0.0609,-1.7818,-0.0808,-0.0808,-0.9939
52309,-0.0447,-0.0604,-1.7793,-0.0940,-0.0940,-0.9959
52329,-0.0435,-0.0598,-1.7779,-0.1069,-0.1069,-0.9859
52349,-0.0421,-0.0588,-1.7779,-0.1050,-0.1050,-0.9878
52369,-0.0391,-0.0591,-1.7793,-0.0940,-0.0940,-0.9898
52390,-0.0353,-0.0596,-1.7816,-0.0828,-0.0828,-0.9888
52410,-0.0328,-0.0589,-1.7843,-0.0789,-0.0789,-0.9759
52430,-0.0319,-0.0576,-1.7869,-0.0688,-0.0688,-0.9910
52450,-0.0313,-0.0562,-1.7894,-0.0728,-0.0728,-0.9749
52470,-0.0305,-0.0549,-1.7917,-0.0728,-0.0728,-0.9839
52491,-0.0295,-0.0544,-1.7946,-0.0718,-0.0718,-0.9859
52511,-0.0285,-0.0543,-1.7986,-0.1150,-0.1150,-1.1199
52531,-0.0244,-0.0542,-1.8032,-0.0020,-0.0020,-1.0049
52551,-0.0235,-0.0544,-1.8069,-0.0728,-0.0728,-0.9898
52571,-0.0211,-0.0550,-1.8099,-0.0269,-0.0269,-0.9810
52592,-0.0188,-0.0560,-1.8114,-0.0420,-0.0420,-0.9849
52612,-0.0171,-0.0550,-1.8126,-0.0349,-0.0349,-0.9729
52632,-0.0174,-0.0533,-1.8129,-0.0320,-0.0320,-0.9810
52652,-0.0203,-0.0503,-1.8132,-0.0388,-0.0388,-1.0218
52672,-0.0231,-0.0486,-1.8127,-0.0579,-0.0579,-0.9720
52693,-0.0233,-0.0475,-1.8125,-0.1099,-0.1099,-0.9358
52713,-0.0213,-0.0503,-1.8140,-0.0940,-0.0940,-0.9868
52733,-0.0234,-0.0502,-1.8163,-0.0889,-0.0889,-0.9688
52753,-0.0255,-0.0512,-1.8183,-0.1008,-0.1008,-1.0008
52773,-0.0284,-0.0522,-1.8199,-0.0960,-0.0960,-1.0130
52794,-0.0300,-0.0531,-1.8207,-0.0869,-0.0869,-1.0230
52814,-0.0316,-0.0534,-1.8219,-0.0928,-0.0928,-1.0130
52834,-0.0316,-0.0532,-1.8237,-0.0808,-0.0808,-0.9939
52854,-0.0302,-0.0537,-1.8265,-0.0759,-0.0759,-0.9649
52874,-0.0280,-0.0548,-1.8301,-0.0630,-0.0630,-0.9829
52894,-0.0257,-0.0560,-1.8344,-0.0508,-0.0508,-0.9739
52915,-0.0227,-0.0569,-1.8389,-0.0430,-0.0430,-0.9839
52935,-0.0218,-0.0575,-1.8434,-0.0288,-0.0288,-0.9959
52955,-0.0221,-0.0577,-1.8476,-0.0168,-0.0168,-1.0059
52975,-0.0227,-0.0578,-1.8513,-0.0049,-0.0049,-1.0088
52995,-0.0235,-0.0578,-1.8541,-0.0088,-0.0088,-1.0078
53016,-0.0243,-0.0577,-1.8561,-0.0159,-0.0159,-0.9878
53036,-0.0250,-0.0577,-1.8572,-0.0359,-0.0359,-0.9749
53056,-0.0260,-0.0585,-1.8567,-0.0540,-0.0540,-0.9788
53076,-0.0269,-0.0599,-1.8551,-0.0759,-0.0759,-0.9949
53096,-0.0280,-0.0612,-1.8527,-0.0850,-0.0850,-1.0088
53117,-0.0289,-0.0617,-1.8503,-0.0898,-0.0898,-1.0039
53137,-0.0299,-0.0614,-1.8480,-0.0828,-0.0828,-0.9969
53157,-0.0313,-0.0610,-1.8460,-0.0640,-0.0640,-1.0049
53177,-0.0311,-0.0596,-1.8445,-0.0398,-0.0398,-0.9939
53197,-0.0304,-0.0577,-1.8441,0.0110,0.0110,-1.0418
53217,-0.0295,-0.0539,-1.8460,0.0098,0.0098,-1.0838
53238,-0.0300,-0.0482,-1.8500,-0.0059,-0.0059,-0.9278
53258,-0.0352,-0.0452,-1.8523,-0.0369,-0.0369,-0.8958
53278,-0.0426,-0.0451,-1.8505,-0.0708,-0.0708,-0.9868
53298,-0.0472,-0.0469,-1.8447,-0.1050,-0.1050,-1.0469
53318,-0.0464,-0.0475,-1.8378,-0.1069,-0.1069,-1.0198
53339,-0.0421,-0.0470,-1.8318,-0.0979,-0.0979,-1.0098
53359,-0.0373,-0.0457,-1.8282,-0.0750,-0.0750,-0.9829
53379,-0.0335,-0.0442,-1.8273,-0.0549,-0.0549,-0.9778
53399,-0.0312,-0.0433,-1.8289,-0.0359,-0.0359,-0.9639
53419,-0.0304,-0.0434,-1.8321,-0.0269,-0.0269,-0.9739
53440,-0.0302,-0.0445,-1.8364,-0.0288,-0.0288,-0.9820
53460,-0.0299,-0.0461,-1.8408,-0.0339,-0.0339,-0.9859
53480,-0.0288,-0.0481,-1.8447,-0.0420,-0.0420,-0.9939
53500,-0.0271,-0.0499,-1.8480,-0.0459,-0.0459,-1.0008
53520,-0.0254,-0.0515,-1.8505,-0.0479,-0.0479,-0.9998
53540,-0.0246,-0.0526,-1.8523,-0.0459,-0.0459,-0.9888
53561,-0.0253,-0.0534,-1.8535,-0.0508,-0.0508,-0.9868
53581,-0.0269,-0.0540,-1.8540,-0.0518,-0.0518,-0.9969
53601,-0.0287,-0.0543,-1.8546,-0.0508,-0.0508,-1.0008
53621,-0.0304,-0.0544,-1.8554,-0.0549,-0.0549,-0.9920
53641,-0.0319,-0.0544,-1.8562,-0.0588,-0.0588,-0.9998
53662,-0.0332,-0.0549,-1.8572,-0.0608,-0.0608,-1.0039
53682,-0.0337,-0.0555,-1.8578,-0.0649,-0.0649,-0.9998
53702,-0.0338,-0.0562,-1.8582,-0.0698,-0.0698,-0.9978
53722,-0.0334,-0.0567,-1.8584,-0.0669,-0.0669,-0.9920
53742,-0.0330,-0.0570,-1.8587,-0.0569,-0.0569,-0.9849
53763,-0.0329,-0.0571,-1.8593,-0.0498,-0.0498,-0.9888
53783,-0.0330,-0.0571,-1.8597,-0.0459,-0.0459,-0.9898
53803,-0.0333,-0.0571,-1.8599,-0.0479,-0.0479,-0.9778
53823,-0.0343,-0.0570,-1.8595,-0.0459,-0.0459,-0.9849
53843,-0.0355,-0.0569,-1.8587,-0.0430,-0.0430,-0.9978
53864,-0.0372,-0.0563,-1.8578,-0.0378,-0.0378,-0.9939
53884,-0.0398,-0.0554,-1.8566,-0.0359,-0.0359,-0.9849
53904,-0.0431,-0.0546,-1.8547,-0.0330,-0.0330,-0.9888
53924,-0.0466,-0.0540,-1.8521,-0.0349,-0.0349,-1.0030
53944,-0.0498,-0.0536,-1.8486,-0.0388,-0.0388,-1.0108
53964,-0.0534,-0.0530,-1.8450,-0.0459,-0.0459,-1.0039
53985,-0.0562,-0.0525,-1.8414,-0.0488,-0.0488,-0.9998
54005,-0.0581,-0.0523,-1.8382,-0.0569,-0.0569,-1.0030
54025,-0.0593,-0.0523,-1.8356,-0.0579,-0.0579,-0.9988
54045,-0.0596,-0.0519,-1.8336,-0.0559,-0.0559,-1.0098
54065,-0.0586,-0.0513,-1.8319,-0.0579,-0.0579,-1.0188
54086,-0.0561,-0.0501,-1.8311,-0.0740,-0.0740,-0.9920
54106,-0.0530,-0.0494,-1.8309,-0.0869,-0.0869,-0.9778
54126,-0.0499,-0.0491,-1.8313,-0.1028,-0.1028,-0.9698
54146,-0.0468,-0.0500,-1.8320,-0.1089,-0.1089,-0.9820
54166,-0.0434,-0.0515,-1.8330,-0.0950,-0.0950,-1.1319
54187,-0.0364,-0.0519,-1.8341,-0.0688,-0.0688,-1.0569
54207,-0.0334,-0.0520,-1.8375,-0.0740,-0.0740,-0.9190
54227,-0.0297,-0.0515,-1.8413,-0.0598,-0.0598,-1.0230
54247,-0.0275,-0.0510,-1.8443,-0.0398,-0.0398,-0.9610
54267,-0.0258,-0.0499,-1.8464,-0.0398,-0.0398,-1.0179
54287,-0.0254,-0.0477,-1.8480,-0.0369,-0.0369,-0.9729
54308,-0.0261,-0.0458,-1.8491,-0.0408,-0.0408,-0.9558
54328,-0.0270,-0.0445,-1.8497,-0.0178,-0.0178,-1.0240
54348,-0.0268,-0.0440,-1.8499,-0.0569,-0.0569,-0.8599
54368,-0.0289,-0.0476,-1.8512,-0.0850,-0.0850,-1.0340
54388,-0.0305,-0.0477,-1.8528,-0.0879,-0.0879,-1.0120
54409,-0.0320,-0.0487,-1.8540,-0.0750,-0.0750,-1.0208
54429,-0.0328,-0.0485,-1.8551,-0.0688,-0.0688,-0.9978
54449,-0.0344,-0.0487,-1.8554,-0.0598,-0.0598,-1.0078
54469,-0.0354,-0.0479,-1.8559,-0.0750,-0.0750,-0.9868
54489,-0.0360,-0.0481,-1.8559,-0.0740,-0.0740,-0.9768
54510,-0.0359,-0.0488,-1.8557,-0.0779,-0.0779,-0.9739
54530,-0.0348,-0.0496,-1.8557,-0.0728,-0.0728,-0.9988
54550,-0.0331,-0.0500,-1.8567,-0.0659,-0.0659,-0.9969
54570,-0.0324,-0.0494,-1.8585,-0.0469,-0.0469,-0.9878
54590,-0.0332,-0.0484,-1.8606,-0.0369,-0.0369,-0.9878
54610,-0.0350,-0.0470,-1.8628,-0.0308,-0.0308,-0.9920
54631,-0.0368,-0.0460,-1.8646,-0.0220,-0.0220,-1.0030
54651,-0.0381,-0.0452,-1.8662,-0.0149,-0.0149,-0.9959
54671,-0.0385,-0.0441,-1.8679,-0.0149,-0.0149,-0.9798
54691,-0.0394,-0.0433,-1.8693,-0.0188,-0.0188,-0.9849
54711,-0.0400,-0.0437,-1.8699,-0.0339,-0.0339,-0.9878
54732,-0.0415,-0.0441,-1.8698,-0.0378,-0.0378,-0.9898
54752,-0.0439,-0.0446,-1.8694,-0.0540,-0.0540,-0.9868
54772,-0.0470,-0.0449,-1.8690,-0.0640,-0.0640,-1.0088
54792,-0.0502,-0.0453,-1.8684,-0.0698,-0.0698,-1.0078
54812,-0.0538,-0.0456,-1.8676,-0.0728,-0.0728,-1.0078
54833,-0.0566,-0.0453,-1.8664,-0.0659,-0.0659,-1.0108
54853,-0.0581,-0.0442,-1.8648,-0.0618,-0.0618,-0.9898
54873,-0.0588,-0.0429,-1.8630,-0.0498,-0.0498,-0.9820
54893,-0.0572,-0.0418,-1.8609,-0.0198,-0.0198,-1.0198
54913,-0.0546,-0.0403,-1.8604,0.0210,0.0210,-1.0159
54933,-0.0517,-0.0378,-1.8631,0.0479,0.0479,-1.0550
54954,-0.0501,-0.0347,-1.8688,0.0259,0.0259,-0.9798
54974,-0.0525,-0.0328,-1.8740,-0.0098,-0.0098,-0.8799
54994,-0.0585,-0.0348,-1.8751,-0.0488,-0.0488,-0.9468
55014,-0.0629,-0.0386,-1.8713,-0.0879,-0.0879,-1.0269
55034,-0.0620,-0.0422,-1.8649,-0.1060,-0.1060,-1.0259
55055,-0.0579,-0.0439,-1.8587,-0.0908,-0.0908,-1.0120
55075,-0.0533,-0.0444,-1.8547,-0.0740,-0.0740,-1.0130
55095,-0.0498,-0.0440,-1.8537,-0.0498,-0.0498,-0.9829
55115,-0.0482,-0.0434,-1.8553,-0.0339,-0.0339,-0.9649
55135,-0.0486,-0.0436,-1.8579,-0.0288,-0.0288,-0.9759
55156,-0.0500,-0.0447,-1.8612,-0.0259,-0.0259,-0.9839
55176,-0.0513,-0.0460,-1.8641,-0.0239,-0.0239,-0.9868
55196,-0.0519,-0.0473,-1.8662,-0.0249,-0.0249,-1.0039
55216,-0.0519,-0.0479,-1.8668,-0.0229,-0.0229,-0.9949
55236,-0.0522,-0.0482,-1.8650,-0.0269,-0.0269,-0.9888
55256,-0.0534,-0.0488,-1.8611,-0.0349,-0.0349,-1.0020
55277,-0.0557,-0.0494,-1.8558,-0.0430,-0.0430,-1.0139
55297,-0.0572,-0.0499,-1.8507,-0.0559,-0.0559,-1.0120
55317,-0.0580,-0.0502,-1.8465,-0.0549,-0.0549,-1.0039
55337,-0.0585,-0.0502,-1.8424,-0.0488,-0.0488,-0.9959
55357,-0.0588,-0.0501,-1.8388,-0.0469,-0.0469,-0.9939
55378,-0.0592,-0.0498,-1.8350,-0.0479,-0.0479,-0.9868
55398,-0.0602,-0.0492,-1.8306,-0.0530,-0.0530,-0.9998
55418,-0.0615,-0.0480,-1.8262,-0.0618,-0.0618,-0.9878
55438,-0.0626,-0.0465,-1.8228,-0.0579,-0.0579,-0.9788
55458,-0.0631,-0.0454,-1.8204,-0.0618,-0.0618,-0.9849
55479,-0.0625,-0.0455,-1.8186,-0.0679,-0.0679,-0.9839
55499,-0.0625,-0.0458,-1.8170,-0.0818,-0.0818,-0.9798
55519,-0.0627,-0.0465,-1.8158,-0.0898,-0.0898,-0.9920
55539,-0.0615,-0.0488,-1.8150,-0.0989,-0.0989,-1.0059
55559,-0.0598,-0.0511,-1.8154,-0.0908,-0.0908,-1.0020
55579,-0.0575,-0.0512,-1.8162,-0.1719,-0.1719,-0.6748
55600,-0.0539,-0.0517,-1.8183,-0.0950,-0.0950,-1.1968
55620,-0.0533,-0.0496,-1.8219,-0.0459,-0.0459,-0.9219
55640,-0.0522,-0.0496,-1.8251,-0.0349,-0.0349,-0.9839
55660,-0.0527,-0.0488,-1.8275,-0.0269,-0.0269,-0.9829
55680,-0.0536,-0.0489,-1.8285,-0.0359,-0.0359,-0.9849
55701,-0.0546,-0.0484,-1.8287,-0.0388,-0.0388,-1.0130
55721,-0.0554,-0.0484,-1.8281,-0.0420,-0.0420,-1.0039
55741,-0.0557,-0.0482,-1.8273,-0.0498,-0.0498,-0.9910
55761,-0.0548,-0.0482,-1.8267,-0.1018,-0.1018,-0.8240
55781,-0.0546,-0.0510,-1.8269,-0.1050,-0.1050,-1.0039
55802,-0.0562,-0.0507,-1.8279,-0.0928,-0.0928,-0.9629
55822,-0.0581,-0.0522,-1.8280,-0.0869,-0.0869,-1.0398
55842,-0.0591,-0.0527,-1.8278,-0.0940,-0.0940,-0.9910
55862,-0.0593,-0.0537,-1.8274,-0.0918,-0.0918,-1.0640
55882,-0.0588,-0.0531,-1.8281,-0.0889,-0.0889,-0.9949
55903,-0.0575,-0.0523,-1.8297,-0.0828,-0.0828,-0.9930
55923,-0.0551,-0.0513,-1.8321,-0.0669,-0.0669,-0.9610
55943,-0.0528,-0.0505,-1.8353,-0.0579,-0.0579,-0.9688
55963,-0.0512,-0.0502,-1.8383,-0.0439,-0.0439,-0.9868
55983,-0.0501,-0.0495,-1.8415,-0.0398,-0.0398,-0.9898
56003,-0.0495,-0.0485,-1.8447,-0.0349,-0.0349,-0.9839
56024,-0.0497,-0.0476,-1.8480,-0.0168,-0.0168,-1.0030
56044,-0.0504,-0.0463,-1.8512,-0.0088,-0.0088,-0.9969
56064,-0.0521,-0.0450,-1.8543,-0.0020,-0.0020,-0.9810
56084,-0.0544,-0.0441,-1.8565,-0.0088,-0.0088,-0.9749
56104,-0.0569,-0.0439,-1.8574,-0.0149,-0.0149,-0.9759
56125,-0.0590,-0.0445,-1.8572,-0.0278,-0.0278,-0.9949
56145,-0.0616,-0.0452,-1.8561,-0.0430,-0.0430,-0.9949
56165,-0.0652,-0.0464,-1.8543,-0.0559,-0.0559,-0.9888
56185,-0.0687,-0.0481,-1.8517,-0.0608,-0.0608,-0.9939
56205,-0.0712,-0.0500,-1.8485,-0.0688,-0.0688,-1.0008
56226,-0.0720,-0.0515,-1.8451,-0.0698,-0.0698,-1.0059
56246,-0.0705,-0.0523,-1.8418,-0.0498,-0.0498,-1.0088
56266,-0.0678,-0.0525,-1.8401,-0.0010,-0.0010,-1.0398
56286,-0.0640,-0.0509,-1.8411,0.0269,0.0269,-1.0699
56306,-0.0608,-0.0473,-1.8453,0.0020,0.0020,-0.9920
56326,-0.0620,-0.0451,-1.8496,-0.0330,-0.0330,-0.8738
56347,-0.0673,-0.0465,-1.8497,-0.0750,-0.0750,-0.9199
56367,-0.0725,-0.0494,-1.8451,-0.1089,-0.1089,-1.0288
56387,-0.0730,-0.0517,-1.8382,-0.1150,-0.1150,-1.0308
